schedule_id,train_id,train_no,train_name,train_type,priority_value,priority_name,final_priority,station_id,station_name,scheduled_arrival,scheduled_departure,platform_no,track_id,order_no,avg_delay_minutes
8723,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,4,Jaipur Gandhinagar,2025-10-11 12:38:50.177,2025-10-11 12:51:50.177,14,1,11,70.3
8724,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,4,Jaipur Gandhinagar,2025-10-11 14:40:50.177,2025-10-11 14:46:50.177,14,1,12,70.3
8725,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,4,Jaipur Gandhinagar,2025-10-11 15:25:50.177,2025-10-11 15:27:50.177,13,1,13,70.3
8726,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,6,Kanakpura,2025-10-11 16:00:50.177,2025-10-11 16:14:50.177,21,1,14,70.3
8727,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,7,Getor Jagatpura,2025-10-11 17:13:50.177,2025-10-11 17:20:50.177,22,1,15,70.3
8728,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,7,Getor Jagatpura,2025-10-11 19:52:50.177,2025-10-11 20:06:50.177,25,1,16,70.3
8729,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,8,Sanganer,2025-10-11 22:43:50.177,2025-10-11 22:54:50.177,29,1,17,70.3
8730,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,8,Sanganer,2025-10-11 23:48:50.177,2025-10-11 23:58:50.177,27,1,18,70.3
8731,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,8,Sanganer,2025-10-12 02:47:50.177,2025-10-12 02:52:50.177,27,1,19,70.3
8732,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,9,Bindayaka,2025-10-12 03:27:50.177,2025-10-12 03:32:50.177,30,1,20,70.3
8733,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-12 04:18:50.177,2025-10-12 04:29:50.177,35,1,21,70.3
8734,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-12 07:27:50.177,2025-10-12 07:42:50.177,37,1,22,70.3
8735,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-12 08:37:50.177,2025-10-12 08:48:50.177,37,1,23,70.3
8736,337,26841,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-12 11:21:50.177,2025-10-12 11:29:50.177,36,1,24,70.3
8737,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,1,Jaipur Junction,2025-10-22 12:34:13.291,2025-10-22 12:46:13.291,1,1,1,70.3
8738,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,1,Jaipur Junction,2025-10-22 15:35:13.291,2025-10-22 15:38:13.291,1,1,2,70.3
8739,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,2,Bais Godam,2025-10-22 16:23:13.291,2025-10-22 16:28:13.291,9,1,3,70.3
8740,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,3,Dahar Ka Balaji,2025-10-22 18:40:13.291,2025-10-22 18:48:13.291,12,1,4,70.3
8741,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,3,Dahar Ka Balaji,2025-10-22 19:36:13.291,2025-10-22 19:42:13.291,10,1,5,70.3
8742,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,3,Dahar Ka Balaji,2025-10-22 21:50:13.291,2025-10-22 22:02:13.291,11,1,6,70.3
8743,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,3,Dahar Ka Balaji,2025-10-22 23:09:13.291,2025-10-22 23:11:13.291,12,1,7,70.3
8744,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,5,Durgapura,2025-10-23 00:31:13.291,2025-10-23 00:45:13.291,17,1,8,70.3
8745,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,5,Durgapura,2025-10-23 02:37:13.479,2025-10-23 02:50:13.479,18,1,9,70.3
8746,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,6,Kanakpura,2025-10-23 05:28:13.291,2025-10-23 05:33:13.291,21,1,10,70.3
8747,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,6,Kanakpura,2025-10-23 07:07:13.291,2025-10-23 07:13:13.291,21,1,11,70.3
8748,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,6,Kanakpura,2025-10-23 08:05:13.291,2025-10-23 08:08:13.291,19,1,12,70.3
8749,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,7,Getor Jagatpura,2025-10-23 08:42:13.291,2025-10-23 08:44:13.291,24,1,13,70.3
8750,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,8,Sanganer,2025-10-23 10:18:13.291,2025-10-23 10:33:13.291,27,1,14,70.3
8751,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,8,Sanganer,2025-10-23 13:13:13.291,2025-10-23 13:17:13.291,28,1,15,70.3
8752,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,8,Sanganer,2025-10-23 14:30:13.291,2025-10-23 14:40:13.291,29,1,16,70.3
8753,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,9,Bindayaka,2025-10-23 17:24:13.291,2025-10-23 17:38:13.291,32,1,17,70.3
8754,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,9,Bindayaka,2025-10-23 19:17:13.291,2025-10-23 19:32:13.291,31,1,18,70.3
8755,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,9,Bindayaka,2025-10-23 21:35:13.291,2025-10-23 21:38:13.291,30,1,19,70.3
8756,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-23 22:16:13.291,2025-10-23 22:26:13.291,36,1,20,70.3
8757,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-24 00:03:13.291,2025-10-24 00:18:13.291,37,1,21,70.3
8758,28,81131,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.34,10,Khatipura,2025-10-24 02:31:13.291,2025-10-24 02:46:13.291,38,1,22,70.3
8759,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,1,Jaipur Junction,2025-10-15 04:09:45.956,2025-10-15 04:20:45.956,4,1,1,70.5
8760,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-15 06:25:45.956,2025-10-15 06:31:45.956,6,1,2,70.5
8761,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-15 08:31:25.331,2025-10-15 08:35:25.331,13,1,3,70.5
8762,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-15 10:00:45.956,2025-10-15 10:08:45.956,15,1,4,70.5
8763,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,5,Durgapura,2025-10-15 12:51:45.956,2025-10-15 13:00:45.956,17,1,5,70.5
8764,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,6,Kanakpura,2025-10-15 15:45:45.956,2025-10-15 15:59:45.956,19,1,6,70.5
8765,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-15 18:12:45.956,2025-10-15 18:22:45.956,25,1,7,70.5
8766,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-15 19:22:45.956,2025-10-15 19:27:45.956,22,1,8,70.5
8767,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,8,Sanganer,2025-10-15 20:25:45.956,2025-10-15 20:31:45.956,27,1,9,70.5
8768,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,8,Sanganer,2025-10-15 23:11:45.956,2025-10-15 23:19:45.956,27,1,10,70.5
8769,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,10,Khatipura,2025-10-16 01:24:45.956,2025-10-16 01:35:45.956,35,1,11,70.5
8770,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,10,Khatipura,2025-10-16 03:31:45.956,2025-10-16 03:39:45.956,38,1,12,70.5
8771,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,10,Khatipura,2025-10-16 05:14:45.956,2025-10-16 05:20:45.956,36,1,13,70.5
8772,477,19526,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.35,10,Khatipura,2025-10-16 06:08:45.956,2025-10-16 06:16:45.956,36,1,14,70.5
8773,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-16 19:27:52.863,2025-10-16 19:42:52.863,5,1,1,70.5
8774,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-16 21:13:52.863,2025-10-16 21:16:52.863,5,1,2,70.5
8775,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-17 00:20:52.375,2025-10-17 00:24:52.375,6,1,3,70.5
8776,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-17 00:55:52.863,2025-10-17 01:06:52.863,9,1,4,70.5
8777,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,3,Dahar Ka Balaji,2025-10-17 02:38:52.863,2025-10-17 02:50:52.863,12,1,5,70.5
8778,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-17 04:46:52.863,2025-10-17 04:49:52.863,14,1,6,70.5
8779,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-17 06:37:52.863,2025-10-17 06:46:52.863,13,1,7,70.5
8780,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-17 08:29:52.863,2025-10-17 08:32:52.863,14,1,8,70.5
8781,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-17 09:50:53.516,2025-10-17 10:00:53.516,13,1,9,70.5
8782,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,5,Durgapura,2025-10-17 12:16:52.863,2025-10-17 12:26:52.863,17,1,10,70.5
8783,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,6,Kanakpura,2025-10-17 15:08:52.863,2025-10-17 15:14:52.863,20,1,11,70.5
8784,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,6,Kanakpura,2025-10-17 16:49:52.863,2025-10-17 16:58:52.863,19,1,12,70.5
8785,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-17 19:53:52.863,2025-10-17 20:04:52.863,23,1,13,70.5
8786,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-17 22:30:52.863,2025-10-17 22:36:52.863,23,1,14,70.5
8787,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-18 00:24:52.863,2025-10-18 00:26:52.863,22,1,15,70.5
8788,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-18 01:45:52.863,2025-10-18 02:00:52.863,22,1,16,70.5
8789,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-18 04:45:52.863,2025-10-18 04:56:52.863,24,1,17,70.5
8790,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-18 06:58:52.863,2025-10-18 07:03:52.863,25,1,18,70.5
8791,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-18 08:15:52.863,2025-10-18 08:29:52.863,24,1,19,70.5
8792,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,8,Sanganer,2025-10-18 09:29:52.863,2025-10-18 09:36:52.863,27,1,20,70.5
8793,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,9,Bindayaka,2025-10-18 11:08:52.863,2025-10-18 11:13:52.863,32,1,21,70.5
8794,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,9,Bindayaka,2025-10-18 14:08:36.415,2025-10-18 14:12:36.415,34,1,22,70.5
8795,210,20701,Limestone Special,GOODS,4,GOODS/FREIGHT (Lowest),6.35,9,Bindayaka,2025-10-18 16:20:52.863,2025-10-18 16:26:52.863,31,1,23,70.5
8796,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-21 07:14:22.221,2025-10-21 07:16:22.221,5,1,1,70.5
8797,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-21 09:29:22.221,2025-10-21 09:39:22.221,9,1,2,70.5
8798,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,2,Bais Godam,2025-10-21 10:10:22.221,2025-10-21 10:15:22.221,9,1,3,70.5
8799,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,3,Dahar Ka Balaji,2025-10-21 11:18:07.466,2025-10-21 11:32:07.466,11,1,4,70.5
8800,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,3,Dahar Ka Balaji,2025-10-21 12:08:22.221,2025-10-21 12:14:22.221,10,1,5,70.5
8801,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-21 14:15:22.221,2025-10-21 14:21:22.221,13,1,6,70.5
8802,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-21 15:05:22.221,2025-10-21 15:11:22.221,14,1,7,70.5
8803,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,4,Jaipur Gandhinagar,2025-10-21 15:44:22.221,2025-10-21 15:58:22.221,15,1,8,70.5
8804,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,5,Durgapura,2025-10-21 17:06:22.221,2025-10-21 17:11:22.221,18,1,9,70.5
8805,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,6,Kanakpura,2025-10-21 19:16:22.221,2025-10-21 19:20:22.221,19,1,10,70.5
8806,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,6,Kanakpura,2025-10-21 22:01:22.221,2025-10-21 22:07:22.221,19,1,11,70.5
8807,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,6,Kanakpura,2025-10-22 01:03:28.695,2025-10-22 01:15:28.695,20,1,12,70.5
8808,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-22 03:20:28.695,2025-10-22 03:32:28.695,25,1,13,70.5
8809,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,7,Getor Jagatpura,2025-10-22 04:00:22.221,2025-10-22 04:03:22.221,24,1,14,70.5
8810,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,8,Sanganer,2025-10-22 06:03:22.221,2025-10-22 06:16:22.221,29,1,15,70.5
8811,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,8,Sanganer,2025-10-22 08:09:07.466,2025-10-22 08:16:07.466,27,1,16,70.5
8812,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,9,Bindayaka,2025-10-22 08:46:22.221,2025-10-22 08:51:22.221,30,1,17,70.5
8813,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,10,Khatipura,2025-10-22 09:42:22.221,2025-10-22 09:45:22.221,36,1,18,70.5
8814,204,75928,Mineral Transport,GOODS,4,GOODS/FREIGHT (Lowest),6.35,10,Khatipura,2025-10-22 12:14:22.221,2025-10-22 12:24:22.221,35,1,19,70.5
8815,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,1,Jaipur Junction,2025-10-10 07:20:29.079,2025-10-10 07:23:29.079,4,1,1,70.8
8816,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,1,Jaipur Junction,2025-10-10 09:35:11.039,2025-10-10 09:49:11.039,4,1,2,70.8
8817,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,2,Bais Godam,2025-10-10 12:14:11.039,2025-10-10 12:24:11.039,5,1,3,70.8
8818,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,2,Bais Godam,2025-10-10 13:15:11.039,2025-10-10 13:19:11.039,8,1,4,70.8
8819,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,3,Dahar Ka Balaji,2025-10-10 14:49:11.039,2025-10-10 15:03:11.039,11,1,5,70.8
8820,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,3,Dahar Ka Balaji,2025-10-10 16:27:11.039,2025-10-10 16:41:11.039,11,1,6,70.8
8821,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,4,Jaipur Gandhinagar,2025-10-10 18:01:11.039,2025-10-10 18:12:11.039,15,1,7,70.8
8822,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,5,Durgapura,2025-10-10 19:54:11.039,2025-10-10 20:07:11.039,17,1,8,70.8
8823,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,5,Durgapura,2025-10-10 21:12:11.039,2025-10-10 21:22:11.039,18,1,9,70.8
8824,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,6,Kanakpura,2025-10-11 00:08:11.039,2025-10-11 00:18:11.039,20,1,10,70.8
8825,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,6,Kanakpura,2025-10-11 02:49:11.039,2025-10-11 03:01:11.039,19,1,11,70.8
8826,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,7,Getor Jagatpura,2025-10-11 03:54:11.039,2025-10-11 03:57:11.039,22,1,12,70.8
8827,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,7,Getor Jagatpura,2025-10-11 06:36:11.039,2025-10-11 06:41:11.039,24,1,13,70.8
8828,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,7,Getor Jagatpura,2025-10-11 08:55:11.039,2025-10-11 09:07:11.039,24,1,14,70.8
8829,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,7,Getor Jagatpura,2025-10-11 11:16:11.039,2025-10-11 11:21:11.039,22,1,15,70.8
8830,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,7,Getor Jagatpura,2025-10-11 12:40:11.039,2025-10-11 12:48:11.039,24,1,16,70.8
8831,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,8,Sanganer,2025-10-11 13:33:11.039,2025-10-11 13:35:11.039,29,1,17,70.8
8832,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,8,Sanganer,2025-10-11 16:32:11.039,2025-10-11 16:38:11.039,28,1,18,70.8
8833,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,8,Sanganer,2025-10-11 18:12:11.039,2025-10-11 18:19:11.039,28,1,19,70.8
8834,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,9,Bindayaka,2025-10-11 19:25:11.039,2025-10-11 19:40:11.039,31,1,20,70.8
8835,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,9,Bindayaka,2025-10-11 22:02:11.039,2025-10-11 22:07:11.039,31,1,21,70.8
8836,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,10,Khatipura,2025-10-12 00:28:11.039,2025-10-12 00:41:11.039,37,1,22,70.8
8837,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,10,Khatipura,2025-10-12 01:18:11.039,2025-10-12 01:30:11.039,37,1,23,70.8
8838,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,10,Khatipura,2025-10-12 03:11:11.039,2025-10-12 03:16:11.039,36,1,24,70.8
8839,15,25195,Coal Special,GOODS,4,GOODS/FREIGHT (Lowest),6.36,10,Khatipura,2025-10-12 04:03:11.039,2025-10-12 04:14:11.039,36,1,25,70.8
8840,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,2,Bais Godam,2025-10-13 15:13:27.453,2025-10-13 15:26:27.453,5,1,1,70.8
8841,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,3,Dahar Ka Balaji,2025-10-13 16:14:27.453,2025-10-13 16:22:27.453,11,1,2,70.8
8842,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,3,Dahar Ka Balaji,2025-10-13 17:00:05.387,2025-10-13 17:07:05.387,12,1,3,70.8
8843,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,5,Durgapura,2025-10-13 17:50:27.453,2025-10-13 18:03:27.453,18,1,4,70.8
8844,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,6,Kanakpura,2025-10-13 19:07:27.453,2025-10-13 19:16:27.453,19,1,5,70.8
8845,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,7,Getor Jagatpura,2025-10-13 20:22:27.453,2025-10-13 20:30:27.453,24,1,6,70.8
8846,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,8,Sanganer,2025-10-13 22:02:27.453,2025-10-13 22:07:27.453,28,1,7,70.8
8847,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,8,Sanganer,2025-10-13 23:32:27.453,2025-10-13 23:37:27.453,29,1,8,70.8
8848,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,9,Bindayaka,2025-10-14 01:22:27.453,2025-10-14 01:32:27.453,30,1,9,70.8
8849,427,26483,Agricultural Goods,GOODS,4,GOODS/FREIGHT (Lowest),6.36,10,Khatipura,2025-10-14 02:54:27.453,2025-10-14 02:56:27.453,35,1,10,70.8
8850,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,1,Jaipur Junction,2025-10-20 13:11:58.861,2025-10-20 13:13:58.861,2,1,1,71.0
8851,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,1,Jaipur Junction,2025-10-20 16:07:56.878,2025-10-20 16:21:56.878,3,1,2,71.0
8852,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,1,Jaipur Junction,2025-10-20 18:41:58.861,2025-10-20 18:48:58.861,2,1,3,71.0
8853,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,2,Bais Godam,2025-10-20 20:37:58.861,2025-10-20 20:42:58.861,7,1,4,71.0
8854,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,2,Bais Godam,2025-10-20 21:23:58.861,2025-10-20 21:34:58.861,7,1,5,71.0
8855,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,4,Jaipur Gandhinagar,2025-10-20 22:17:58.861,2025-10-20 22:30:58.861,15,1,6,71.0
8856,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,4,Jaipur Gandhinagar,2025-10-21 01:24:58.861,2025-10-21 01:28:58.861,13,1,7,71.0
8857,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,4,Jaipur Gandhinagar,2025-10-21 04:21:58.861,2025-10-21 04:34:58.861,15,1,8,71.0
8858,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,5,Durgapura,2025-10-21 05:20:58.861,2025-10-21 05:35:58.861,18,1,9,71.0
8859,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,6,Kanakpura,2025-10-21 07:07:58.861,2025-10-21 07:16:58.861,20,1,10,71.0
8860,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,6,Kanakpura,2025-10-21 08:56:58.861,2025-10-21 09:00:58.861,21,1,11,71.0
8861,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,6,Kanakpura,2025-10-21 11:14:58.861,2025-10-21 11:27:58.861,19,1,12,71.0
8862,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,7,Getor Jagatpura,2025-10-21 13:50:58.861,2025-10-21 14:02:58.861,24,1,13,71.0
8863,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,7,Getor Jagatpura,2025-10-21 15:32:34.244,2025-10-21 15:43:34.244,22,1,14,71.0
8864,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,8,Sanganer,2025-10-21 18:44:17.891,2025-10-21 18:52:17.891,27,1,15,71.0
8865,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,8,Sanganer,2025-10-21 19:38:58.861,2025-10-21 19:42:58.861,28,1,16,71.0
8866,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,8,Sanganer,2025-10-21 22:07:58.861,2025-10-21 22:11:58.861,26,1,17,71.0
8867,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,9,Bindayaka,2025-10-22 00:36:58.861,2025-10-22 00:39:58.861,31,1,18,71.0
8868,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,9,Bindayaka,2025-10-22 01:12:58.861,2025-10-22 01:14:58.861,31,1,19,71.0
8869,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,9,Bindayaka,2025-10-22 03:47:58.861,2025-10-22 03:51:58.861,30,1,20,71.0
8870,34,79036,Container Freight,GOODS,4,GOODS/FREIGHT (Lowest),6.37,9,Bindayaka,2025-10-22 06:15:58.861,2025-10-22 06:18:58.861,34,1,21,71.0
